0,1587761567,10.0,712.0,387.0,63.0,56.0,car,0.42578125
0,1587761567,9.0,281.0,617.0,158.0,100.0,car,0.57421875
0,1587761567,8.0,746.0,309.0,43.0,25.0,car,0.8203125
0,1587761567,7.0,388.0,391.0,62.0,49.0,car,0.8203125
0,1587761567,6.0,799.0,335.0,41.0,31.0,car,0.9375
0,1587761567,5.0,393.0,343.0,44.0,30.0,car,0.97265625
0,1587761567,4.0,489.0,406.0,60.0,51.0,car,0.9921875
0,1587761567,3.0,76.0,576.0,186.0,130.0,car,0.9921875
0,1587761567,2.0,955.0,423.0,77.0,69.0,car,0.9921875
0,1587761567,1.0,266.0,408.0,79.0,57.0,car,0.99609375
1,1587761568,10.0,723.221011196564,391.74790676454825,63.55568036356408,59.502888029033784,car,0.99609375
1,1587761568,9.0,290.53333534721855,611.7257987277288,152.93193098354936,103.54910170554922,car,0.5
1,1587761568,7.0,393.2126707202446,391.8331992463317,59.57385951836022,46.33370138748046,car,0.9375
1,1587761568,6.0,802.0812129909042,333.9403066380218,42.83677497704093,32.11948660410019,car,0.96484375
1,1587761568,5.0,396.9996004794247,343.9999001198562,44.0,30.0,car,0.98046875
1,1587761568,4.0,490.6036746806332,401.35212897929864,59.792350998302084,52.29654108255329,car,0.98046875
1,1587761568,3.0,85.5886894958084,574.2845239571498,174.82182196723255,123.43195088713878,car,0.96484375
1,1587761568,2.0,960.3049553498008,428.73639370281563,83.38839133795318,73.52561451206748,car,0.98046875
1,1587761568,1.0,266.4970472785667,407.6545502843724,78.0059054428666,54.6911990716867,car,0.99609375
2,1587761569,10.0,727.9527068224862,396.28230821114516,63.91669174984554,60.610932282762406,car,0.99609375
2,1587761569,9.0,287.91199349800684,595.3311757564538,166.5280273323625,118.98550414440751,car,0.859375
2,1587761569,7.0,397.4895141155117,391.75029899108625,57.13805517891569,43.61717311646953,car,0.9375
2,1587761569,6.0,805.5874638415049,334.9463530015498,41.942155726929286,31.930828373577015,car,0.97265625
2,1587761569,5.0,398.6229189791166,347.0288063061208,41.22432951806445,28.7656925348673,car,0.859375
2,1587761569,4.0,490.4031863535206,400.3495097317982,59.42878744096356,51.00735509328524,car,0.98046875
2,1587761569,3.0,107.48052590578024,567.1626557641192,147.50871081005465,103.2054835245408,car,0.91796875
2,1587761569,2.0,973.3550988815304,438.5211513022953,85.58233513667199,72.77993280453597,car,0.97265625
2,1587761569,1.0,272.07995925549227,407.28042615456167,73.4281500782638,52.439376920444374,car,0.98828125
3,1587761571,10.0,729.5880741258932,398.7455224479763,66.06428005894918,63.102093048534584,car,0.99609375
3,1587761571,9.0,292.3150826985782,587.1204123469688,169.87453729266656,128.26635610378048,car,0.91796875
3,1587761571,7.0,399.11788868708527,388.64277809318827,57.312594023175734,43.41612075685521,car,0.984375
3,1587761571,6.0,806.5848583873795,335.9246739581741,43.37865462258719,32.86283122942518,car,0.9921875
3,1587761571,5.0,401.4344150355936,345.97625264093506,39.72609584705651,28.288717918075577,car,0.8203125
3,1587761571,4.0,492.46560415619064,399.64028417219055,57.63692176197577,49.49486565239158,car,0.9375
3,1587761571,3.0,118.63067087469199,565.0540759432429,133.0155640567683,94.78013134078833,car,0.9375
3,1587761571,2.0,984.221290705031,448.4536837744472,82.85190689889157,71.10991302022114,car,0.953125
3,1587761571,1.0,275.78727499973166,406.47958021123463,70.5693265384183,51.040968977681814,car,0.9921875
4,1587761572,10.0,733.7498894051829,404.38535859163517,67.284473152484,64.26881843491788,car,0.99609375
4,1587761572,9.0,294.33672233693994,575.1214805853795,171.71044579895,136.92404850822322,car,0.9921875
4,1587761572,7.0,399.55710771187734,386.8059219777042,57.08265048280089,42.428510000628194,car,0.98046875
4,1587761572,6.0,809.8982297071725,336.8159706756082,44.42880162363167,33.32907056219585,car,0.9921875
4,1587761572,5.0,403.19095315864354,344.0073060611904,39.53564091150963,28.303666914863356,car,0.76953125
4,1587761572,4.0,495.22173030121627,398.32402588600814,56.62167648929477,49.18476792808133,car,0.953125
4,1587761572,2.0,1005.0373995519334,461.30419824183264,77.93798528006494,67.35302432583387,car,0.7109375
4,1587761572,1.0,276.9337397153444,404.2267049382414,70.80921727496525,51.76574051244506,car,0.99609375
